Publication_ID	Article_Title	Journal_Name	Publication_Year	Data_Set	Lifestyle_Factor_Count	Disease_Count	Relations_Count	Abstract_Text
26620745	Relation of Sociodemographics and Personal Hygiene on Different Childhood Dermatoses.	Kathmandu University medical journal (KUMJ)	2015	dev	11	14	5	Relation of Sociodemographics and Personal Hygiene on Different Childhood Dermatoses.  BACKGROUND: Skin diseases in children contribute to significant morbidity and psychological distress. Infective dermatoses are one of the major dermatoses in children. Low socioeconomic status, overcrowding and poor personal hygiene has been linked to skin diseases. OBJECTIVE: To find out the prevalence of infectious skin disease in children, rate of transmissible skin disease and association of sociodemographic factors and personal hygiene on infective childhood dermatoses. METHOD: This was a cross-sectional study conducted in the Pediatric and Dermatology Department, Manipal Teaching Hospital, Pokhara, Nepal. A total of 226 patients were examined over a period of one year. Relation of sociodemographics, crowding and personal hygiene on skin disease were assessed. RESULT: The most common category was Infections and Infestations (51.3%) followed by Dermatitis (27.9%). Transmissible skin disease was seen in 49.6%. Low socioeconomic status and overcrowding were associated with increased risk for infective dermatoses. CONCLUSION: Skin disease in children constitutes a public health problem. Improving the socioeconomic status and personal hygiene can help to reduce the incidence of skin disease in children.  
27075434	Stability of carotenoids and tocopherols in ready-to-eat baby-leaf lettuce and salad rocket during low-temperature storage.	International journal of food sciences and nutrition	2015	dev	20	0	0	Stability of carotenoids and tocopherols in ready-to-eat baby-leaf lettuce and salad rocket during low-temperature storage.  Minimally processed ready-to-eat baby-leaf vegetables (BLVs) are the most convenient source to include the health beneficial bioactive in the daily diet. In the present study, the visual quality and storage stability of carotenoids, tocopherols were investigated in lettuce (green and red romaine) and salad rocket BLVs. The commercially packed samples of BLVs were stored at 0 degreesC and 4 degreesC in dark conditions and analyzed after 0, 2, 4, 8 and 12 days of storage. All the studied samples were found in better visual quality up to eight days of storage at both the temperatures. In most cases, the quality was correlated with the chlorophyll contents. The highest significant (p < 0.05) positive changes in total carotenoids and tocopherols were observed in samples stored at 4 degreesC. Also, carotenoids and tocopherols are maximum stable in green and red romaine lettuce, respectively.  
7356583	Drug attitudes and discrimination between drugs among a group of English schoolchildren.	Drug and alcohol dependence	1980	dev	18	0	0	"Drug attitudes and discrimination between drugs among a group of English schoolchildren.  This study investigates the attitudes of a group of 185 London schoolchildren towards a number of legal and illegal drugs, and examines the ways in which they discriminate between these drugs. Heroin and LSD were seen as the most dangerous drugs, and alcohol and cigarettes as the safest. Subjects who had a negative attitude towards drugs in general regarded cannabis, amphetamines, alcohol and tobacco as more dangerous than subjects with a neutral or pro-drug attitude. There was also a sex difference: boys claimed to know more about drugs, were more likely to know a cannabis user and to have been ""really drunk"" than the girls. The implications of these results for drug and alcohol education programmes are discussed.  "
16443282	Pathological gambling and mood disorders: clinical associations and treatment implications.	Journal of affective disorders	2006	dev	4	16	1	Pathological gambling and mood disorders: clinical associations and treatment implications.  BACKGROUND: The rapidly expanding gambling business has resulted in an increasing number of gamblers, and the problem is likely to get worse in the future. Traditionally, mood and gambling symptoms have been known to overlap. In the present review we attempt to examine the diagnostic associations and implications for treatment. METHOD: Selected published papers on the frequencies of mood disorders among patients who have gambling disorder or gambling disorder among patients who have mood disorder have been reviewed. Recently emerging new treatment methods for gambling disorder have been reviewed and a brief summary has been added. RESULTS: SCID based study results show a close link between gambling and mood disorders. The prevalence of manic disorder reaches to approximately one fourth of the pathological gambling disorder population. The prevalence of depression is much higher, reaching to over half of the population in some studies. LIMITATIONS: The studies included in the present paper involve inpatients, outpatients, subjects recruited through advertisements and prison populations. Thus the data need to be interpreted as such. Standardized assessment instruments are not used in all studies. Methodological issues such as primary or secondary nature of depression have not been addressed adequately in these studies. The findings, however, offer new insights for the assessment and treatment of complicated gambling disorder cases. CONCLUSIONS: A high prevalence rate of manic and depressive disorders has been recorded among pathological gambling disorder patients. A rational treatment approach to each defined subset of complicated gambling disorder is discussed.  
32515431	Dental Caries Investigation in Children Controlled for an Educative and Preventive Oral Health Programme.	Oral health & preventive dentistry	2020	dev	16	6	7	Dental Caries Investigation in Children Controlled for an Educative and Preventive Oral Health Programme.  PURPOSE: To evaluate the association of dental caries with behavioural, socioeconomic and cultural factors; and Streptococcus mutans (SM) levels in the saliva and oral hygiene index of children aged 4 and 6 years old placed in an oral health programme. MATERIALS AND METHODS: This study was an analytic cross-sectional oral health survey conducted over a 9-month period. A total of 466 children aged 4 and 6 years old were included for evaluation of SM levels in saliva, simplified oral hygiene index and dental caries activity. RESULTS: High SM levels were associated with dmft index, toothbrushing without parental assistance, deficient oral hygiene and ingestion of sweet foods. Deficient oral hygiene was found in children aged 4 years old and with three or more siblings. Dental caries was associated with low family income, deficient oral hygiene, sucrose ingestion by children younger than three years old, bottle-feeding habit and low parental compliance. CONCLUSIONS: High SM levels in saliva, deficient oral hygiene and high frequency of sucrose ingestion had association with dental caries in children. Cultural, socioeconomic and behaviour factors indirectly influenced the onset of dental caries.  
29149528	Improving oral health in the Middle East - recommendations from the first Middle East Oral Hygiene Advisory Board meeting.	International dental journal	2010	dev	21	10	17	Improving oral health in the Middle East - recommendations from the first Middle East Oral Hygiene Advisory Board meeting.  Chronic periodontitis may be a sequela of chronic gingivitis, usually because of accumulation of plaque and calculus. Consistent good dental hygiene can help prevent gingivitis and periodontitis. Mechanical removal of plaque through frequent and efficacious brushing and flossing is the principal means of preventing periodontal diseases and diminishing the risk of caries. According to the American Dental Association (ADA), antimicrobial mouth-washes may provide additional oral health benefits, in addition to brushing and flossing, for preventing and reducing gingivitis and plaque. There is a multitude of mouthwashes available for these purposes. The consensus panel of the Middle East Oral Hygiene Advisory Board has recommended that an antiseptic mouthwash should be used as a daily adjunct to mechanical cleaning for prevention of oral disease. Recommending particular mouthwashes should take into consideration the patient's ability to perform good oral hygiene practices (tooth brushing and dental flossing), the condition of the patient's teeth, gingivae and oral mucosa, and the proven efficacy of the mouthwash along with its potential adverse effects. Of the many mouth rinses available, only a few contain chemical agents that have some ability to penetrate biofilm and to kill plaque biofilm bacteria. Currently, only chlorhexidine mouthrinse and Listerine (an essential oil-containing mouth rinse) products, with the claim of plaque and gingivitis reduction, have been accepted for that purpose by the ADA and have a proven record of safety and efficacy. Essential oil-containing mouthrinses have been clinically proven as effective in reducing plaque and gingivitis. Dental care professionals should spend time discussing biofilm control with their patients, and be an information source for the best oral care products. Therefore, it is essential that dental care professionals should continue to monitor published research and work with their colleagues to make evidence-based decisions. In this way, patients will be directed to dental hygiene aids, including antiseptic mouthwashes that can be most effective for improving their oral health.  
25329006	Postprandial Metabolic Effects of Accelerometer Measured Spontaneous Low-Level Activity.	Journal of physical activity & health	2015	dev	7	0	0	Postprandial Metabolic Effects of Accelerometer Measured Spontaneous Low-Level Activity.  BACKGROUND: Interrupting sedentary time induces improvements in glucose metabolism; however, it is unclear how much activity is required to reduce the negative effects of prolonged sitting. METHODS: Sixty-six participants sat continuously for 9 hours except for required bathroom breaks. Participants were fed meal replacement beverages at 60, 240 and 420 min. Blood samples were obtained hourly for 9 hours, with additional samples collected 30 and 45 min after each feeding. Responses were calculated as incremental area under the curve (iAUC) for plasma glucose, insulin and triglyceride. Participants wore a triaxial accelerometer and a heart rate monitor. Energy expenditure was estimated using indirect calorimetry. RESULTS: After controlling for age, sex and BMI, every 100 count increase in accelerometer derived total movement was associated with a 0.06 mmol.L-1.9 hours decrease in glucose iAUC (95% CI 0.004-0.1; P = .035), but not associated with changes in insulin or triglyceride iAUC. Every 1 bpm increase in mean heart rate was associated with a 0.76 mmol.L-1.9 hours increase in triglyceride iAUC (95% CI 0.13-1.38). CONCLUSION: Accelerometer measured movement during periods of prolonged sitting can result in minor improvements in postprandial glucose metabolism, but not lipid metabolism.  
28470840	Vitamin D deficiency causes rickets in an urban informal settlement in Kenya and is associated with malnutrition.	Maternal & child nutrition	2018	dev	12	11	3	Vitamin D deficiency causes rickets in an urban informal settlement in Kenya and is associated with malnutrition.  The commonest cause of rickets worldwide is vitamin D deficiency, but studies from sub-Saharan Africa describe an endemic vitamin D-independent form that responds to dietary calcium enrichment. The extent to which calcium-deficiency rickets is the dominant form across sub-Saharan Africa and in other low-latitude areas is unknown. We aimed to characterise the clinical and biochemical features of young children with rickets in a densely populated urban informal settlement in Kenya. Because malnutrition may mask the clinical features of rickets, we also looked for biochemical indices of risk in children with varying degrees of acute malnutrition. Twenty one children with rickets, aged 3 to 24 months, were identified on the basis of clinical and radiologic features, along with 22 community controls, and 41 children with either severe or moderate acute malnutrition. Most children with rickets had wrist widening (100%) and rachitic rosary (90%), as opposed to lower limb features (19%). Developmental delay (52%), acute malnutrition (71%), and stunting (62%) were common. Compared to controls, there were no differences in calcium intake, but most (71%) had serum 25-hydroxyvitamin D levels below 30 nmol/L. These results suggest that rickets in young children in urban Kenya is usually driven by vitamin D deficiency, and vitamin D supplementation is likely to be required for full recovery. Wasting was associated with lower calcium (p = .001), phosphate (p < .001), 25-hydroxyvitamin D (p = .049), and 1,25-dihydroxyvitamin D (p = 0.022) levels, the clinical significance of which remain unclear.  
15309455	Beyond deficiency: potential benefits of increased intakes of vitamin K for bone and vascular health.	European journal of nutrition	2004	dev	7	0	0	Beyond deficiency: potential benefits of increased intakes of vitamin K for bone and vascular health.  Vitamin K is well known for its role in the synthesis of a number of blood coagulation factors. During recent years vitamin K-dependent proteins were discovered to be of vital importance for bone and vascular health. Recommendations for dietary vitamin K intake have been made on the basis of the hepatic requirements for the synthesis of blood coagulation factors. Accumulating evidence suggests that the requirements for other functions than blood coagulation may be higher. This paper is the result of a closed workshop (Paris, November 2002) in which a number of European vitamin K experts reviewed the available data and formulated their standpoint with respect to recommended dietary vitamin K intake and the use of vitamin K-containing supplements.  
9678133	Oral contraceptives and venous thromboembolism: an epidemiological review.	The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception	1996	dev	12	5	2	Oral contraceptives and venous thromboembolism: an epidemiological review.  New epidemiological studies have demonstrated a higher risk of venous thromboembolism among users of oral contraceptives (OCs) with third-generation progestogens desogestrel or gestodene compared with users of OCs with second-generation progestogens levonorgestrel or norgestrel. As the absolute risk of venous thromboembolism among users of OCs in general is lower in the new studies than in previously published studies, and as several important potential confounders are not controlled for in the new studies, the real difference in risk of venous thromboembolism between users of third- compared with second-generation products may be smaller than indicated in these new studies. At the same time, the risk of myocardial infarction may be smaller among users of third- compared with users of second-generation products. Until further epidemiological data emerge, it is therefore difficult to make general recommendations other than to use OCs with a low estrogen dose, and to make individual recommendations based on age, individual wish, and individual risk factors.  
14991269	The DONALD Study. History, current status and future perspectives.	European journal of nutrition	2004	dev	7	3	0	The DONALD Study. History, current status and future perspectives.  Nutrition during childhood and adolescence is an important determinant of development and health, both for the child and the later adult. In industrialised countries as well as in many countries of economic transition, emphasis has moved from combating nutrient deficiencies to research on the effects of overnutrition and food selection. Prevention of chronic diseases including obesity have become a major focus in research. However, the complex relation between infant growth and its related endocrine and metabolic changes on the one hand and the influence of nutrition and nutritional status on the other hand still need to be understood in detail. Studies aiming to elucidate this have to follow children and adolescents during their growth period. The following pages display the features of the German DONALD Study ( DOrtmund Nutritional and Anthropometric Longitudinally Designed Study) which was specifically designed to address these complex research questions. Finally, comparisons to other studies are made and the specific strength and weaknesses of this study are discussed. As the DONALD study offers unique research opportunities and due to its long follow-up an abundance of data, collaborative research is encouraged.  
15071147	Smile aesthetics and malocclusion in UK teenage magazines assessed using the Index of Orthodontic Treatment Need (IOTN).	Journal of orthodontics	2004	dev	3	0	0	Smile aesthetics and malocclusion in UK teenage magazines assessed using the Index of Orthodontic Treatment Need (IOTN).  OBJECTIVE: There is a significant demand for orthodontic treatment within the UK from adolescent girls, a group known to be influenced by the media portrayal of body form and body image, which may extend to the presentation of malocclusions. This study examined the portrayal of malocclusion in a media type that targets teenage girls under 16 years of age. MATERIALS AND METHODS: A representative selection of 1 month's magazines targeting this group were investigated, and the frequency and severity of malocclusions displayed were assessed. Two calibrated examiners viewed all the smiles (on two occasions) using a modification of Index of Orthodontic Treatment Need (IOTN) and assigned an Aesthetic Component Score to each smile. RESULTS: It was found that the aesthetic score is low (less than 7) for the majority of models (92.8%) indicating no need or a borderline need for treatment. Only 7.2% of models exhibited a definite need for treatment. CONCLUSION: It appears that the portrayal of malocclusion in teenage magazines does not reflect the general treatment need of the adolescent population.  
9156693	Lung cancer risk in relation to the CYP2E1 Rsa I genetic polymorphism among African-Americans and Caucasians in Los Angeles County.	Pharmacogenetics	1996	dev	10	9	0	Lung cancer risk in relation to the CYP2E1 Rsa I genetic polymorphism among African-Americans and Caucasians in Los Angeles County.  Genetic polymorphisms in the activation or detoxication of carcinogens, such as those in tobacco smoke, may produce differences in individual susceptibility to lung cancer. The cytochrome P450 CYP2E1 is an enzyme involved in the metabolism of nitrosamines in tobacco smoke. A polymorphism of CYP2E1 detectable by the restriction enzyme Rsa I may be functionally important because it is located in a putative binding site for the transcription factor HNF-1 and has been associated with higher levels of CYP2E1 transcription. It is conceivable that this CYP2E1 Rsa I polymorphism might contribute to differences in susceptibility to lung cancer. We conducted a case-control study of patients with incident lung cancer and population controls in Los Angeles County to examine the association between the CYP2E1 Rsa I polymorphism and lung cancer risk among African-Americans and Caucasians. Samples of white blood cell DNA sufficient for determination of the CYP2E1 Rsa I genotype by a polymerase chain reaction-based assay were obtained from 341 cases and 706 controls with data on lifetime smoking history. No subjects were homozygous for the CYP2E1 Rsa I rare c2 allele. The rare c2 allele was not associated with an increased risk of lung cancer (adjusted odds ratio, OR 0.72; 95% confidence interval, CI = 0.35-1.46). Among the population controls the percentage of subjects carrying the rare c2 allele was lower (p = 0.002) among African-Americans (2%) compared with Caucasians (8%). However, the association between the CYP2E1 Rsa I genotype and lung cancer risk did not differ between ethnic groups. There was no important association between the CYP2E1 Rsa I genotype and lung cancer risk in analyses stratified by cell-type, smoking history, gender, occupational asbestos exposure, and dietary intake of antioxidants vitamin C, vitamin E or beta carotene. Due to the low frequency of the c2 allele in these populations, larger studies would be necessary to rule out a modest association between the CYP2E1 Rsa I polymorphism and lung cancer risk.  
33291720	The Benefits of Vitamin D Supplementation for Athletes: Better Performance and Reduced Risk of COVID-19.	Nutrients	2020	dev	11	8	3	"The Benefits of Vitamin D Supplementation for Athletes: Better Performance and Reduced Risk of COVID-19.  The COVID-19 pandemic is having major economic and personal consequences for collegiate and professional sports. Sporting events have been canceled or postponed, and even when baseball and basketball seasons resumed in the United States recently, no fans were in attendance. As play resumed, several players developed COVID-19, disrupting some of the schedules. A hypothesis now under scientific consideration is that taking vitamin supplements to raise serum 25-hydroxyvitamin D [25(OH)D] concentrations could quickly reduce the risk and/or severity of COVID-19. Several mechanisms have been identified through which vitamin D could reduce the risks of infection and severity, death, and long-haul effects of COVID-19: (1) inducing production of cathelicidin and defensins to reduce the survival and replication of the SARS-CoV-2 virus; (2) reducing inflammation and the production of proinflammatory cytokines and risk of the ""cytokine storm"" that damages the epithelial layer of the lungs, heart, vascular system, and other organs; and (3) increasing production of angiotensin-converting enzyme 2, thus limiting the amount of angiotensin II available to the virus to cause damage. Clinical trials have confirmed that vitamin D supplementation reduces risk of acute respiratory tract infections, and approximately 30 observational studies have shown that incidence, severity, and death from COVID-19 are inversely correlated with serum 25(OH)D concentrations. Vitamin D supplementation is already familiar to many athletes and sports teams because it improves athletic performance and increases playing longevity. Thus, athletes should consider vitamin D supplementation to serve as an additional means by which to reduce risk of COVID-19 and its consequences.  "
11813678	Establishing community partnerships: providing better oral health care to underserved children.	Journal of dental hygiene : JDH	2001	test	5	1	0	Establishing community partnerships: providing better oral health care to underserved children.  A community partnership between a dental hygiene school and a social service program was designed to improve oral health outcomes and reduce disparities among children. This resulted in a preventive oral hygiene care project that complimented the dental hygiene program's didactic curriculum. The children received much needed oral health care and education, while the experiences enhanced dental hygiene student learning by applying the principles for planning, implementing, and evaluating dental health programs; establishing a context for understanding the prevalence of oral disease as well the disparity among population subsets; and developing a variety of clinical skills. Oral health professionals and dental hygiene programs may find this partnership a prototype of a highly productive and beneficial community health experience that could be incorporated, in part or in it's entirety, into their own community health projects.  
21372857	Toxicology and carcinogenesis studies of isoeugenol (CAS No. 97-54-1) in F344/N rats and B6C3F1 mice (gavage studies).	National Toxicology Program technical report series	2010	test	51	18	11	Toxicology and carcinogenesis studies of isoeugenol (CAS No. 97-54-1) in F344/N rats and B6C3F1 mice (gavage studies).  Isoeugenol is one of several structurally similar phenylpropenoid compounds produced by plants. It has been extracted from calamus, savory, basil, ylang-ylang, clove, tuberose, jonquil, nutmeg, tobacco, sandalwood, dill seed, mace, gardenia, petunia, and other flowers. Isoeugenol can also be produced by isomerization of eugenol, which occurs naturally in clove, pimento, bay leaf, and cinnamon. As a fragrance with a spicy, carnation-like odor, isoeugenol is incorporated into numerous household and personal hygiene products, including perfumes, cream lotions, soaps, and detergents. As a flavoring agent, isoeugenol is added to nonalcoholic drinks, baked foods, and chewing gums. Isoeugenol was nominated by the National Cancer Institute and was selected for carcinogenicity testing because of widespread human exposure through its use as a flavoring and fragrance agent and because of its structural similarity to phenylpropenoids such as safrole, isosafrole, eugenol, methyleugenol, estragole, and anethole, most of which are known rodent carcinogens. Male and female F344/N rats and B6C3F1 mice were administered isoeugenol (99% or greater pure) in corn oil by gavage for 3 months or 2 years. Genetic toxicity tests were conducted in Salmonella typhimurium, Escherichia coli, cultured Chinese hamster ovary cells, and mouse peripheral blood erythrocytes. 3-MONTH STUDY IN RATS: Groups of 10 male and 10 female rats were exposed to isoeugenol in corn oil by gavage at doses of 0, 37.5, 75, 150, 300, or 600 mg/kg, 5 days per week for 14 weeks. All rats survived to the end of the study except one 600 mg/kg male and one 37.5 mg/kg female that were killed in dosing accidents. Mean body weights of all exposed groups of males were significantly less than that of the vehicle control group; however, only the decrease for the 600 mg/kg group exceeded 10% and was considered related to isoeugenol exposure. Liver weights were significantly increased in 300 and 600 mg/kg females. The incidences of minimal atrophy of the olfactory epithelium of the nose were significantly increased in 150 mg/kg or greater males and in 300 or 600 mg/kg females. The incidence of atrophy of olfactory nerve bundles was significantly increased in 600 mg/kg females. Minimal to mild periportal hepatocellular cytoplasmic alteration occurred in all 300 or 600 mg/kg females. 3-MONTH STUDY IN MICE: Groups of 10 male and 10 female mice were exposed to isoeugenol in corn oil by gavage at doses of 0, 37.5, 75, 150, 300, or 600 mg/kg, 5 days per week for 14 weeks. All mice survived to the end of the study. The mean body weight of 600 mg/kg males was significantly less (12%) than that of the vehicle controls. Liver weights of 300 and 600 mg/kg males were significantly greater than those of the vehicle controls. Minimal to moderate atrophy of olfactory epithelial tissue and nerve bundles was observed in 600 mg/kg males and females. 2-YEAR STUDY IN RATS: Groups of 50 male and 50 female rats were exposed to isoeugenol in corn oil by gavage at doses of 0, 75, 150, or 300 mg/kg, 5 days per week for 105 weeks. Survival rates of exposed male and female rats were similar to those of vehicle controls. Mean body weights of 300 mg/kg male rats were 9% greater than the vehicle controls at the end of the study. The general lack of toxicity and nonneoplastic lesions indicates that rats might have been able to tolerate higher doses. Two male rats in the 300 mg/kg group had rare benign or malignant thymomas, while two other males in this group had rare mammary gland carcinomas. Low incidences of minimal atrophy and minimal to mild respiratory metaplasia of the olfactory epithelium were increased in 150 mg/kg males and 300 mg/kg males and females. Similar incidences of minimal to mild olfactory epithelial degeneration in 300 mg/kg males were also increased. Incidences of keratoacanthoma of the skin were decreased in 150 and 300 mg/kg males. 2-YEAR STUDY IN MICE: Groups of 50 male and 50 female mice were exposed to isoeugenol in corn oil by gavage at doses of 0, 75, 150, or 300 mg/kg, 5 days per week for 104 (females) or 105 (males) weeks. Survival of 300 mg/kg males was significantly decreased compared to the vehicle controls. Mean body weights of 300 mg/kg male and female groups were less than those of vehicle controls at the end of the study, 10% and 15% less, respectively. In all groups of exposed males, the incidences of hepatocellular adenoma, hepatocellular carcinoma, and hepatocellular adenoma or carcinoma (combined) were significantly greater than those in the vehicle control group; incidences of multiple hepatocellular adenoma were also significantly increased. Incidences of clear cell focus were significantly increased in 75 and 150 mg/kg male mice. There was a significant positive trend in the incidences of histiocytic sarcoma in females, and this neoplasm occurred in multiple tissues. Incidences of respiratory metaplasia in olfactory epithelium in all exposed groups and of atrophy and hyaline droplet accumulation in all exposed groups except 75 mg/kg females were significantly greater than those in corresponding vehicle control groups. Incidences of minimal to marked hyperplasia of Bowman's gland were increased significantly in all exposed groups. Incidences of minimal to mild necrosis of renal papilla and mild to moderate necrosis of renal tubules were increased significantly in 300 mg/kg females. Incidences of forestomach squamous hyperplasia, inflammation, and ulceration (males only) increased with exposure and were significant in the 300 mg/kg groups. The incidence of glandular stomach ulcers was low but significantly increased in the 300 mg/kg groups. GENETIC TOXICOLOGY: Isoeugenol was not mutagenic in two independent assays in bacteria (S. typhimurium and E. coli) conducted with and without exogenous metabolic activation (S9 liver enzymes). Neither did it induce chromosomal aberrations in cultured Chinese hamster ovary cells, with or without S9 activation. Frequencies of micronucleated erythrocytes were not increased in peripheral blood of male mice exposed to isoeugenol by gavage for 3 months; however, an increasing trend and a threefold increase in the 600 mg/kg group indicate a positive result for this test in female mice. CONCLUSIONS: Under the conditions of these 2-year gavage studies, there was equivocal evidence of carcinogenic activity of isoeugenol in male F344/N rats based on increased incidences of rarely occurring thymoma and mammary gland carcinoma. There was no evidence of carcinogenic activity of isoeugenol in female F344/N rats administered 75, 150, or 300 mg/kg. There was clear evidence of carcinogenic activity of isoeugenol in male B6C3F1 mice based on increased incidences of hepatocellular adenoma, hepatocellular carcinoma, and hepatocellular adenoma or carcinoma (combined). There was equivocal evidence of carcinogenic activity of isoeugenol in female B6C3F1 mice based on increased incidences of histiocytic sarcoma. Exposure to isoeugenol resulted in nonneoplastic lesions of the nose in male and female rats; of the nose, forestomach, and glandular stomach in male and female mice; and of the kidney in female mice.  
29913726	Intrathecal administration of antioxidants attenuates mechanical pain hypersensitivity induced by REM sleep deprivation in the rat.	Scandinavian journal of pain	2011	test	22	5	0	Intrathecal administration of antioxidants attenuates mechanical pain hypersensitivity induced by REM sleep deprivation in the rat.  Background Sleep deprivation as well as peripheral neuropathy and cutaneous neurogenic inflammation has a facilitatory effect on pain perception. Here we studied whether oxidative stress-related mechanisms in the spinal cord that have been shown to contribute to pain facilitation in peripheral neuropathy and cutaneous neurogenic inflammation play a role in sleep deprivation-induced pain hypersensitivity Methods Flower pot method was used to induce rapid eye movement sleep deprivation (REMSD) of 48 h duration in the rat that had a chronic intrathecal (i.t.) catheter for spinal administration of drugs. Pain behavior was assessed by determining the monofilament-induced limb withdrawal response. Results REMSD of 48 h produced mechanical hypersensitivity that was attenuated in a dose-related fashion by i.t. administration of two different antioxidants, phenyl-N-tert-butylnitrone (PBN) or 4-hydroxy-2,2,6,6-tetramethylpiperidine-1 oxyl (TEMPOL). While both antioxidants attenuated mechanical pain behavior also in control animals, their effects were significantly stronger after REMSD than in control conditions. Conversely, i.t. administration of a reactive oxygen species (ROS) donor, tert-butylhydroperoxide (t-BOOH), in control animals produced pain hypersensitivity that was prevented by i.t. pretreatment with an antioxidant, TEMPOL. I.t. treatment with PBN or TEMPOL at the currently used doses failed to influence motor behavior in the Rotarod test. Conclusions The results indicate that among common mechanisms contributing to mechanical pain hypersensitivity following sleep deprivation as well as nerve injury or neurogenic inflammation is oxidative stress in the spinal cord. Implications Compounds with antioxidant properties might prove useful in suppressing the vicious pronociceptive interaction between chronic pain and sleep-deprivation.  
19817639	Effects of Manisa propolis on telomerase activity in leukemia cells obtained from the bone marrow of leukemia patients.	International journal of food sciences and nutrition	2009	test	7	6	0	Effects of Manisa propolis on telomerase activity in leukemia cells obtained from the bone marrow of leukemia patients.  Propolis is a resinous material collected by honeybees and obtained from beehives that has anticancer effects by inducing apoptosis. The aim of this study is to investigate the effect of propolis on human telomerase reverse transcriptase (hTERT) in the leukemia cells obtained from leukemia patients. Four different bone marrow cell cultures from each of four leukemia cases were prepared. The 60 ng/ml, 30 ng/ml and 15 ng/ml working concentrations of propolis were administered to three cultures of each patient, while one culture contained only culture medium. hTERT mRNA expression levels of cells were detected at 24 h, 48 h and 72 h using the LightCycler 2.0 instrument. A significant decrease in hTERT expression levels was observed in the 60 ng/ml concentration of propolis. In conclusion, Manisa propolis may also have a potential effect on the expression of hTERT in leukemia-particularly owing to its constituent chrysin.  
20074393	Risk factors for childhood obesity in a Greek paediatric population.	Public health nutrition	2010	test	13	12	8	Risk factors for childhood obesity in a Greek paediatric population.  OBJECTIVE: Obesity in children is a serious public health issue in Greece. The purpose of the current study was to identify risk factors such as birth weight, breast-feeding, dietary patterns, family history of obesity and sedentary behaviours that are possibly associated with paediatric obesity. DESIGN: Two hundred and five overweight and obese children (OW/OB; group 1) aged 7-15 years from eight primary and secondary schools and a control group (group 2) of normal-weight children were matched for age and sex. Overweight and obesity were calculated based on the International Obesity Taskforce criteria. Lifestyle parameters as well as anthropometric data were collected in all children. Conditional logistic regression analysis was used to identify risk factors for obesity. RESULTS: Breast-feeding (> or =3 months) and leisure-time physical activity proved to be protector factors against obesity (OR = 0.21, 95 % CI 0.11, 0.79, P < 0.001 and OR = 0.87, 95 % CI 0.85, 0.89, P < 0.001 respectively). On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk. CONCLUSIONS: The current findings support the literature according to which duration of breast-feeding (<3 months), a family history of obesity, watching television, sedentary lifestyle and consumption of sugar-sweetened beverages are important risk factors for childhood obesity. More studies are needed to elucidate the relationship of paediatric obesity and possible predictor factors in order to avoid health consequences in these children later on in life.  
21726980	The sleep-deprived brain in normals and patients with juvenile myoclonic epilepsy: a perturbational approach to measuring cortical reactivity.	Epilepsy research	2011	test	11	9	0	The sleep-deprived brain in normals and patients with juvenile myoclonic epilepsy: a perturbational approach to measuring cortical reactivity.  Simultaneous electroencephalography-transcranial magnetic stimulation (EEG-TMS) investigates cortical reactivity to external perturbations. TMS evoked potentials (TEPs) have been described in normals during sleep and wake but not after sleep deprivation or in pathologically enhanced excitability, i.e., epilepsy. The aim of our study was to identify TEPs and their modifications via EEG-TMS co-registration in healthy controls and patients with juvenile myoclonic epilepsy (JME) during wake, sleep deprivation and sleep conditions. Focal TMS was administered to the primary motor cortex in 12 healthy controls and 10 patients with JME. At least 150 TMS were delivered randomly every 8-15s during wake, sleep deprivation and sleep conditions. EEG was simultaneously acquired from 32 scalp electrodes. A significant increase in late peak amplitudes (P100 and N190) was observed in all subjects during the sleep-deprived condition, with a marked anterior increase and overall higher amplitude potentials in the JME patients. We demonstrated an overall higher cortical excitability in the JME patients, particularly over the anterior cortex after sleep deprivation and rebound sleep. This phenomenon could be related to the cortico-thalamic circuit dysfunctions believed to cause myoclonic epilepsy and a higher susceptibility of the frontal and prefrontal areas to the effects of sleep deprivation.  
